Temperature,Humidity,Light,Voltage,Controller ID,Output
31.3,49,295.17,2.39,2,1
31.3,49,271.73,2.4,4,1
31.3,49,270.96,2.4,5,1
31.3,49,296.49,2.4,4,1
31.3,49,271.73,2.4,2,1
31.1,49,273.27,2.38,5,1
31.1,49,297.38,2.4,1,1
31.1,54.83475897,275.23,2.41,5,1
31.1,49,308.35,2.4,2,1
31.1,49,270.19,2.41,2,1
31.1,49,313.11,2.4,4,1
31.1,49,281.63,2.41,1,1
31.2,49,292.99,2.41,5,1
31.1,49,270.19,2.4,4,1
30.10112545,49,277.21,2.41,1,1
31.1,49,296.49,2.41,5,1
31,50,310.24,2.41,4,1
31,50,279.61,2.41,4,1
31,54.83475897,307.41,2.4,4,1
31,49,277.6,2.42,2,1
31,50,305.55,2.4,5,1
31,50,309.77,2.4,3,1
31,50,275.62,2.39,2,1
31,50,295.17,2.4,1,1
31,50,295.17,2.4,3,1
30.10112545,50,309.77,2.37,4,1
31,50,296.49,2.4,3,1
31,50,283.68,2.4,1,1
31,50,302.33,2.41,3,1
31,50,270.96,2.4,5,1
31,50,278.8,2.4,4,1
31,50,296.05,2.41,1,1
31,50,302.79,2.41,2,1
31,50,311.67,2.4,3,1
31,54.83475897,309.29,2.41,3,1
31,50,309.77,2.41,3,1
31,50,307.41,2.4,3,1
31,50,292.12,2.41,5,1
31,50,292.12,2.4,3,1
31,50,294.29,2.41,2,1
31,50,310.24,2.49,5,1
30.10112545,50,295.17,2.41,2,1
31,50,294.73,2.41,2,1
31,50,274.44,2.38,4,1
31,50,311.2,2.42,2,1
31,50,311.2,2.41,5,1
31,50,275.23,2.4,2,1
31.1,49,293.86,2.4,2,1
31,49,281.63,2.41,5,1
31,49,289.55,2.41,1,1
31,49,302.33,2.41,3,1
31,49,290.83,2.4,2,1
31,49,296.93,2.41,1,1
31,49,283.68,2.4,2,1
31.1,49,304.62,2.4,2,1
31.1,49,310.72,2.4,5,1
31.1,49,281.63,2.4,5,1
31.1,49,276.41,2.4,4,1
31,49,272.89,2.4,3,1
31.1,50,281.63,2.4,5,1
31,49,281.63,2.38,2,1
31,49,275.62,2.4,2,1
31,49,271.34,2.41,3,1
31,49,297.38,2.41,3,1
31,49,308.35,2.4,1,1
31,49,308.35,2.4,5,1
31,49,302.79,2.41,4,1
31.1,49,281.23,2.4,1,1
31.1,49,309.77,2.4,5,1
31.1,54.83475897,274.84,2.4,5,1
31.1,49,275.62,2.4,1,1
31.1,49,279.61,2.41,1,1
31.1,49,274.05,2.41,1,1
31.2,49,277.6,2.41,5,1
31.1,49,274.05,2.41,3,1
31.3,49,275.23,2.41,4,1
30.10112545,50,309.77,2.42,1,1
31.1,50,279.21,2.43,4,1
31.1,50,300.06,2.42,2,1
31.1,49,295.61,2.4,5,1
31.1,49,309.77,2.42,1,1
31,49,304.62,2.4,3,1
31,50,286.17,2.39,5,1
31,49,271.34,2.4,2,1
31,49,297.38,2.4,5,1
31.1,49,297.38,2.41,5,1
31.1,49,311.2,2.4,5,1
31,49,271.34,2.41,3,1
31.3,49,304.62,2.41,4,1
31.1,49,278.8,2.4,3,1
31,49,284.51,2.4,5,1
31.1,49,272.5,2.4,3,1
31.1,49,280.82,2.4,2,1
31.1,49,307.41,2.4,2,1
31.1,49,284.51,2.41,2,1
31.1,49,312.15,2.4,2,1
31.1,50,292.56,2.39,1,1
31.1,49,273.27,2.4,3,1
31.1,49,269.43,2.4,5,1
31,49,288.28,2.41,1,1
31.1,49,273.27,2.39,2,1
31,50,294.73,2.41,2,1
31.3,50,282.04,2.4,1,1
31.1,50,308.35,2.41,2,1
31.1,50,297.82,2.4,4,1
31.1,50,309.77,2.41,1,1
31.1,50,309.77,2.41,4,1
31,50,274.05,2.4,1,1
31,49,274.44,2.4,5,1
31,50,277.6,2.41,1,1
31,49,283.68,2.4,3,1
31,50,281.63,2.42,4,1
31,50,273.27,2.39,4,1
31,50,272.5,2.4,5,1
31,50,309.29,2.4,4,1
30.9,50,303.24,2.41,4,1
31,50,287.01,2.4,4,1
30.9,50,302.79,2.4,5,1
31,49,270.57,2.4,3,1
31,49,311.2,2.41,1,1
31,49,274.05,2.41,2,1
31,49,311.2,2.41,2,1
31,49,281.63,2.4,1,1
31,50,286.17,2.41,1,1
31,49,309.77,2.41,4,1
30.9,50,302.33,2.39,1,1
30.9,49,309.77,2.41,4,1
30.9,50,307.41,2.39,1,1
30.9,50,274.84,2.4,3,1
30.9,50,310.24,2.4,2,1
31.2,50,309.77,2.4,1,1
30.8,50,274.05,2.41,4,1
31,50,303.24,2.42,3,1
30.9,50,311.2,2.4,2,1
31,50,309.77,2.39,1,1
31,50,310.72,2.41,3,1
31,50,285.76,2.42,4,1
31,50,271.34,2.4,4,1
31,50,300.51,2.41,1,1
31,50,285.76,2.4,2,1
31,50,302.79,2.41,4,1
31,50,311.2,2.42,4,1
31.1,50,310.24,2.41,2,1
31.1,50,296.05,2.41,5,1
31.8,50,279.21,2.4,4,1
31.1,50,280.82,2.4,2,1
31.1,50,272.5,2.4,5,1
31.1,50,305.55,2.41,2,1
31.1,50,286.59,2.4,4,1
31.1,49,275.23,2.4,1,1
31.1,49,307.41,2.4,5,1
31.1,50,275.23,2.4,4,1
31.1,50,297.38,2.4,5,1
31.3,50,311.2,2.4,4,1
31.3,50,275.23,2.4,2,1
31.3,50,287.01,2.4,3,1
31.2,50,274.44,2.4,2,1
31.3,50,280.42,2.4,5,1
31.2,50,290.4,2.41,1,1
31.2,50,295.17,2.39,2,1
31.1,50,272.5,2.4,3,1
31.1,50,277.6,2.41,5,1
31.1,50,295.17,2.4,4,1
31.1,50,299.61,2.4,3,1
31.1,50,283.68,2.4,4,1
31.1,50,310.24,2.4,3,1
31.1,50,296.05,2.41,2,1
31.3,49,311.2,2.4,5,1
31.3,49,281.63,2.41,5,1
31.3,50,288.7,2.41,4,1
31.1,49,301.87,2.41,5,1
31.3,49,283.68,2.4,1,1
31.3,49,304.62,2.42,2,1
31.3,49,311.2,2.39,5,1
31.3,49,277.6,2.41,2,1
31.3,49,267.16,2.38,3,1
31.3,49,309.77,2.4,3,1
31.3,49,294.29,2.4,5,1
31.3,49,312.15,2.4,2,1
31.3,49,293.86,2.4,1,1
31.3,49,311.2,2.4,2,1
31.3,54.83475897,278.8,2.4,2,1
31.3,50,287.43,2.42,2,1
31.3,50,281.63,2.41,1,1
31.3,50,307.41,2.41,5,1
31.3,50,301.42,2.41,5,1
31.3,50,292.12,2.4,4,1
31.2,50,307.41,2.4,5,1
30.10112545,50,309.29,2.41,3,1
31.3,50,295.17,2.4,5,1
31.1,50,288.28,2.41,2,1
31.1,50,269.81,2.4,3,1
31.1,50,298.27,2.4,1,1
31.1,50,283.68,2.41,4,1
31.1,50,300.97,2.4,2,1
31.1,50,277.21,2.4,1,1
31.1,50,292.12,2.4,2,1
31.3,50,273.66,2.41,2,1
31.1,50,271.73,2.41,3,1
31.1,50,276.02,2.4,3,1
31.1,50,305.08,2.41,2,1
31.2,50,288.7,2.4,3,1
31.2,49,302.79,2.4,5,1
31.1,50,287.85,2.41,1,1
31.3,49,309.77,2.4,4,1
31.3,50,295.17,2.4,1,1
31.3,49,290.83,2.41,4,1
31.3,50,272.5,2.41,2,1
31.3,49,309.77,2.4,1,1
31.3,50,300.97,2.43,5,1
31.3,49,286.17,2.4,4,1
31.3,50,296.49,2.4,1,1
31.3,50,294.73,2.41,4,1
31.3,50,293.86,2.4,1,1
31.3,50,309.77,2.4,1,1
31.3,50,276.02,2.44,3,1
31.3,50,270.19,2.4,4,1
31.3,49,285.76,2.41,4,1
31.3,49,304.62,2.4,4,1
31.3,49,272.5,2.4,1,1
31.3,49,269.05,2.41,3,1
31.3,49,300.97,2.41,2,1
31.3,49,299.61,2.41,2,1
31.3,49,274.44,2.41,4,1
31.3,49,302.33,2.41,1,1
31.3,49,287.43,2.41,1,1
31.3,49,301.42,2.41,3,1
31.3,50,309.29,2.41,1,1
31.3,49,302.33,2.41,5,1
31.3,50,302.79,2.4,2,1
31.3,49,301.42,2.41,2,1
31.3,49,273.27,2.41,2,1
31.3,49,280.42,2.41,5,1
31.3,49,288.28,2.41,4,1
31.3,49,311.67,2.41,2,1
31.3,49,281.63,2.4,2,1
31.3,49,307.41,2.42,3,1
31.3,49,303.7,2.39,5,1
31.3,49,283.27,2.32,3,1
31.3,50,296.49,2.4,1,1
31.3,49,277.6,2.41,3,1
31.3,50,311.2,2.4,4,1
31.3,49,312.15,2.41,4,1
31.3,49,309.77,2.41,3,1
31.3,49,280.42,2.39,2,1
31.3,49,294.73,2.41,2,1
31.3,49,305.55,2.4,4,1
31.3,49,309.77,2.4,3,1
31.3,49,305.08,2.4,1,1
31.3,49,305.55,2.5,3,1
31.3,49,287.43,2.41,3,1
31.3,49,293.42,2.41,4,1
31.3,49,274.44,2.4,2,1
31.3,49,303.24,2.4,1,1
31.3,49,289.12,2.39,4,1
31.3,49,270.96,2.4,4,1
31.3,49,309.77,2.4,1,1
31.3,49,280.42,2.42,4,1
31.3,49,295.17,2.4,2,1
31.3,49,276.41,2.41,3,1
31.3,49,290.83,2.4,2,1
31.3,49,301.87,2.4,2,1
31.3,49,311.2,2.41,5,1
31.3,49,286.17,2.4,1,1
31.3,49,287.01,2.42,1,1
31.3,49,307.41,2.41,5,1
31.3,49,313.11,2.41,3,1
31.3,49,273.27,2.41,3,1
31.3,49,281.63,2.41,3,1
31.3,49,311.67,2.4,4,1
31.3,49,280.42,2.4,4,1
31.3,49,285.34,2.41,1,1
31.3,49,302.79,2.41,2,1
31.3,50,264.92,2.42,2,1
31.3,50,289.55,2.4,2,1
31.3,50,277.21,2.41,3,1
31.3,50,287.43,2.41,4,1
31.3,50,272.89,2.41,4,1
31.3,50,298.27,2.41,1,1
31.3,50,273.66,2.41,3,1
31.3,50,302.33,2.41,1,1
31.1,50,310.24,2.4,2,1
31.3,50,282.86,2.4,4,1
31.1,50,281.63,2.41,1,1
31.1,50,312.63,2.4,3,1
31.1,50,308.82,2.41,5,1
31.1,50,310.24,2.4,5,1
31.4,50,299.61,2.4,2,1
31.1,50,293.86,2.41,1,1
31.1,49,301.87,2.39,1,1
31.1,50,310.72,2.4,1,1
31.3,50,273.27,2.4,3,1
31.3,50,276.41,2.41,3,1
31.3,50,285.76,2.4,3,1
31.3,50,304.62,2.49,5,1
31.3,50,309.29,2.4,1,1
31.3,49,281.63,2.41,4,1
31.3,50,274.84,2.41,1,1
31.3,50,282.45,2.41,4,1
31.3,49,302.79,2.41,5,1
31.3,50,282.45,2.41,1,1
31.2,49,279.21,2.41,1,1
31.3,50,307.41,2.41,2,1
31.3,49,317.01,2.4,2,1
31.3,50,302.33,2.4,3,1
31.3,50,301.42,2.39,4,1
31.3,50,316.52,2.39,4,1
31.3,50,278.8,2.41,4,1
31.3,50,294.73,2.41,2,1
31.3,50,303.24,2.41,2,1
31.3,50,293.42,2.41,1,1
31.3,50,272.11,2.4,1,1
31.3,50,294.73,2.41,5,1
31.1,50,306.48,2.4,3,1
31.2,50,300.97,2.4,2,1
31.2,50,299.16,2.41,4,1
31.1,50,316.52,2.4,1,1
31.1,50,279.61,2.41,2,1
31.1,50,277.6,2.38,1,1
31.1,50,286.17,2.41,5,1
31.1,50,282.86,2.41,5,1
31.1,50,272.5,2.4,5,1
31.1,50,302.33,2.41,2,1
31.1,50,292.99,2.41,1,1
31.1,50,276.81,2.4,3,1
31.1,50,302.79,2.4,2,1
31.1,50,302.33,2.4,5,1
31,50,309.77,2.41,1,1
31,50,273.27,2.41,3,1
31.1,50,270.19,2.4,3,1
31.2,50,283.27,2.41,4,1
31.1,50,302.33,2.4,2,1
31.1,50,288.7,2.41,4,1
31.1,50,289.55,2.41,3,1
31,50,261.26,2.4,1,1
31,50,308.35,2.4,4,1
31,50,279.61,2.41,4,1
31,50,311.2,2.41,1,1
31,50,279.61,2.41,1,1
31,50,287.43,2.41,1,1
31,50,310.72,2.41,2,1
31,50,311.2,2.41,3,1
31,50,312.15,2.41,5,1
31,50,276.41,2.41,4,1
31,50,274.44,2.4,3,1
31,50,277.6,2.41,3,1
31,50,299.61,2.41,1,1
31,49,274.05,2.43,4,1
31,50,306.94,2.41,1,1
31,49,284.51,2.4,2,1
31,50,309.77,2.4,5,1
31,49,298.27,2.4,5,1
31,49,312.15,2.41,5,1
31,49,309.29,2.38,1,1
30.9,49,292.99,2.41,1,1
31,49,295.17,2.4,1,1
30.9,49,307.41,2.41,1,1
31,49,295.61,2.37,4,1
30.8,49,276.41,2.4,1,1
30.8,49,274.84,2.41,5,1
30.8,49,286.59,2.4,1,1
30.9,50,309.29,2.41,5,1
30.9,50,311.2,2.41,1,1
30.9,50,307.41,2.41,5,1
30.9,50,311.67,2.41,5,1
30.9,50,271.73,2.41,1,1
30.8,54.83475897,309.77,2.41,2,1
30.8,50,309.77,2.41,5,1
30.8,50,310.72,2.4,3,1
30.8,50,289.55,2.41,1,1
30.8,50,295.17,2.41,2,1
30.8,50,290.83,2.4,3,1
30.7,50,318.49,2.4,5,1
30.10112545,50,316.52,2.41,5,1
30.7,50,312.15,2.41,5,1
30.7,50,275.23,2.41,4,1
30.7,50,289.55,2.4,5,1
30.7,50,299.16,2.41,5,1
30.8,50,314.08,2.4,5,1
30.7,50,303.7,2.4,3,1
30.7,50,301.42,2.41,5,1
30.7,50,277.21,2.41,2,1
30.7,50,275.23,2.4,4,1
30.7,50,277.21,2.41,3,1
30.7,50,274.44,2.41,3,1
30.7,50,312.15,2.39,4,1
30.7,50,309.77,2.49,5,1
30.6,50,287.43,2.41,4,1
30.6,50,292.56,2.41,2,1
30.6,50,274.05,2.4,5,1
30.6,50,294.29,2.4,3,1
30.6,50,273.27,2.41,4,1
30.5,50,309.77,2.41,2,1
30.5,50,281.63,2.41,2,1
30.7,50,272.5,2.4,4,1
30.7,50,280.82,2.41,1,1
30.6,50,281.23,2.41,2,1
30.6,50,300.06,2.4,5,1
30.6,50,308.82,2.4,3,1
30.6,50,292.12,2.41,1,1
30.6,50,297.82,2.41,1,1
30.6,50,314.57,2.41,2,1
30.6,50,295.61,2.41,4,1
30.6,50,275.23,2.41,2,1
30.6,50,304.16,2.4,5,1
30.6,50,310.24,2.4,4,1
30.5,50,297.38,2.36,2,1
30.5,50,293.86,2.41,2,1
30.5,50,277.21,2.4,3,1
30.5,50,308.35,2.4,1,1
30.5,50,312.15,2.4,4,1
30.5,50,280.01,2.41,1,1
30.5,50,313.11,2.41,3,1
30.5,50,313.11,2.41,4,1
30.5,50,293.86,2.4,1,1
30.5,54.83475897,306.48,2.4,4,1
30.5,50,282.86,2.41,4,1
30.5,50,307.41,2.38,3,1
30.5,50,297.82,2.4,4,1
30.5,50,277.21,2.4,5,1
30.5,50,281.63,2.39,2,1
30.5,50,308.82,2.41,5,1
30.10112545,50,302.79,2.41,5,1
30.5,50,304.16,2.41,3,1
30.5,50,280.42,2.41,2,1
30.5,50,296.05,2.4,1,1
30.5,54.83475897,313.11,2.4,5,1
30.5,50,294.29,2.38,2,1
30.5,50,308.82,2.44,1,1
30.5,50,292.12,2.4,3,1
30.5,50,275.62,2.4,3,1
30.5,50,299.16,2.41,2,1
30.5,50,276.41,2.41,2,1
30.10112545,50,292.12,2.4,4,1
30.5,50,298.27,2.4,2,1
30.5,50,316.52,2.4,5,1
30.5,50,315.54,2.41,5,1
30.5,50,310.72,2.41,1,1
30.5,51,282.04,2.41,2,1
30.5,50,312.63,2.4,1,1
30.5,50,309.29,2.4,2,1
30.5,50,282.04,2.4,1,1
30.4,50,282.45,2.41,5,1
30.4,50,314.57,2.4,3,1
30.3,50,301.87,2.41,3,1
31.1,50,265.67,2.41,2,1
30.4,50,275.62,2.4,4,1
30.4,50,295.17,2.4,3,1
30.4,50,305.55,2.41,4,1
30.4,50,301.42,2.37,4,1
30.4,50,285.76,2.41,5,1
30.4,50,278.8,2.41,3,1
30.4,50,274.84,2.41,5,1
30.4,50,281.63,2.41,5,1
30.4,50,274.84,2.39,5,1
30.4,50,275.23,2.41,4,1
30.4,50,286.17,2.39,5,1
30.4,50,309.77,2.4,3,1
30.3,50,276.02,2.42,4,1
30.5,50,314.08,2.41,3,1
30.4,50,299.61,2.41,5,1
30.4,50,286.17,2.4,3,1
30.4,50,281.63,2.4,3,1
30.4,50,311.2,2.41,4,1
30.4,50,295.61,2.41,4,1
30.4,50,295.17,2.41,5,1
30.4,50,303.24,2.41,5,1
30.4,50,305.55,2.4,1,1
30.4,50,288.28,2.4,5,1
30.3,50,281.63,2.4,1,1
30.3,50,275.23,2.4,5,1
30.3,50,289.12,2.4,5,1
30.3,50,277.21,2.41,4,1
30.3,50,314.08,2.4,5,1
30.3,50,290.4,2.4,5,1
30.3,50,274.44,2.4,3,1
30.3,50,314.08,2.4,4,1
30.3,50,285.34,2.4,2,1
30.3,50,280.82,2.4,1,1
30.3,50,276.02,2.41,4,1
30.3,50,295.17,2.41,1,1
30.3,50,276.41,2.41,2,1
30.3,50,315.05,2.41,1,1
30.3,50,314.08,2.41,5,1
30.3,50,294.73,2.41,2,1
30.3,50,304.62,2.41,2,1
30.3,50,316.03,2.4,3,1
30.2,50,294.29,2.41,4,1
30.3,50,274.44,2.4,3,1
30.3,50,309.29,2.41,1,1
30.3,50,305.55,2.4,5,1
30.3,50,301.87,2.4,1,1
30.3,50,283.27,2.4,4,1
30.3,50,302.33,2.41,2,1
30.3,50,312.63,2.41,5,1
30.3,50,299.16,2.41,5,1
30.3,50,275.23,2.41,2,1
30.3,50,290.4,2.41,4,1
30.3,50,309.29,2.4,5,1
30.3,50,295.61,2.41,2,1
30.3,50,278.8,2.4,1,1
30.3,50,275.23,2.4,4,1
30.3,50,289.12,2.41,5,1
30.3,50,278.8,2.41,4,1
30.3,50,281.23,2.41,5,1
30.3,50,316.52,2.41,5,1
30.3,50,312.63,2.41,5,1
30.3,50,274.84,2.41,5,1
30.3,50,279.21,2.41,3,1
30.3,50,297.38,2.41,5,1
30.3,50,286.17,2.41,4,1
30.3,50,282.04,2.42,1,1
30.3,50,305.08,2.4,4,1
30.3,50,273.66,2.4,3,1
30.3,50,287.01,2.4,5,1
30.2,50,295.17,2.41,3,1
30.2,50,285.34,2.4,5,1
30.3,50,310.24,2.41,5,1
30.3,50,313.11,2.41,3,1
30.3,50,309.77,2.4,4,1
30.3,50,308.82,2.41,4,1
30.3,50,277.21,2.41,4,1
30.3,50,316.03,2.41,2,1
30.3,50,275.62,2.4,1,1
30.3,50,301.42,2.41,5,1
30.3,50,282.04,2.41,1,1
30.3,50,285.34,2.41,4,1
30.3,50,277.6,2.41,3,1
30.3,50,295.61,2.41,3,1
30.3,50,305.55,2.41,1,1
30.3,50,285.34,2.4,5,1
30.3,50,275.23,2.41,2,1
30.3,50,274.84,2.41,1,1
30.3,50,296.05,2.41,2,1
30.3,49,278,2.41,4,1
30.3,50,282.45,2.41,1,1
30.3,49,289.55,2.41,3,1
30.3,50,292.12,2.41,4,1
30.3,49,317.01,2.4,4,1
30.3,50,298.27,2.41,3,1
30.3,49,297.82,2.41,1,1
30.3,50,316.52,2.41,2,1
30.3,49,275.62,2.39,4,1
30.3,50,312.63,2.41,1,1
30.2,49,287.85,2.4,3,1
30.3,50,292.56,2.41,2,1
30.3,49,274.84,2.41,1,1
30.3,49,335.02,2.4,4,1
30.3,50,311.2,2.4,1,1
30.3,49,300.97,2.41,4,1
30.3,49,275.23,2.41,5,1
30.3,50,303.24,2.39,5,1
30.3,49,312.15,2.39,4,1
30.3,49,301.42,2.41,4,1
30.3,50,297.38,2.4,1,1
30.3,49,313.11,2.42,5,1
30.3,50,309.77,2.41,3,1
30.3,50,287.85,2.41,5,1
30.2,49,285.34,2.41,1,1
30.3,50,281.63,2.41,4,1
30.3,49,311.2,2.4,2,1
30.3,50,303.7,2.4,1,1
30.3,49,278.8,2.41,5,1
30.3,49,300.97,2.4,4,1
30.3,49,275.23,2.41,5,1
30.3,50,301.87,2.4,5,1
30.3,49,306.94,2.41,4,1
30.3,49,275.62,2.4,1,1
30.3,49,305.08,2.41,1,1
30.3,49,273.27,2.41,5,1
30.3,49,314.08,2.41,4,1
30.3,49,281.63,2.41,2,1
30.4,49,309.77,2.4,5,1
30.3,49,315.54,2.4,1,1
30.3,49,298.27,2.4,3,1
30.3,49,276.41,2.39,2,1
30.3,49,276.81,2.41,4,1
30.3,49,279.21,2.4,4,1
30.3,49,282.04,2.41,1,1
30.3,49,299.16,2.41,2,1
30.3,49,274.84,2.4,1,1
30.3,49,305.08,2.41,1,1
30.3,49,289.55,2.41,4,1
30.3,49,288.7,2.41,5,1
30.3,49,300.97,2.4,3,1
30.3,49,281.63,2.41,2,1
30.2,49,317.01,2.4,1,1
30.2,49,316.52,2.41,3,1
30.3,49,283.68,2.41,3,1
30.3,49,276.41,2.4,1,1
30.3,49,312.63,2.4,5,1
30.3,49,281.63,2.39,2,1
30.3,49,276.02,2.4,3,1
30.3,49,313.11,2.41,3,1
30.3,49,276.02,2.41,1,1
30.3,49,312.15,2.41,2,1
30.3,49,292.99,2.41,4,1
30.3,49,312.63,2.4,4,1
30.3,49,316.52,2.4,1,1
30.2,49,278.8,2.41,3,1
30.2,49,281.63,2.39,3,1
30.1,49,316.03,2.42,4,1
30.2,49,309.29,2.4,2,1
30.2,49,310.72,2.41,4,1
30.2,49,315.05,2.42,1,1
30.2,49,309.77,2.41,5,1
30.3,49,296.49,2.41,2,1
30.3,49,309.77,2.41,5,1
30.2,49,285.34,2.41,2,1
30.3,49,279.61,2.4,4,1
30.3,49,311.2,2.41,3,1
30.3,49,290.83,2.4,2,1
30.3,49,286.17,2.41,1,1
30.3,49,276.41,2.41,3,1
30.3,49,296.05,2.4,1,1
30.1,49,280.82,2.4,1,1
30.3,49,275.23,2.41,2,1
30.3,49,274.84,2.41,5,1
30.3,49,313.11,2.41,4,1
30.3,49,313.11,2.41,4,1
30.3,49,286.17,2.4,4,1
30.3,49,283.68,2.41,5,1
30.3,49,316.03,2.39,5,1
30.3,49,276.41,2.41,1,1
30.3,49,308.35,2.41,3,1
30.3,49,313.11,2.41,4,1
30.3,49,281.23,2.41,4,1
30.3,49,278.8,2.41,1,1
30.3,49,308.82,2.41,4,1
30,49,292.12,2.4,5,1
30.3,49,285.34,2.41,2,1
30.3,48,279.21,2.41,5,1
30.3,48,302.33,2.41,1,1
30.3,48,307.88,2.41,4,1
30.3,48,318,2.41,4,1
30.3,48,315.05,2.41,3,1
30.3,48,310.72,2.41,5,1
30.3,48,281.63,2.41,5,1
30.3,54.83475897,280.42,2.4,5,1
30.3,48,275.23,2.41,2,1
30.3,48,311.2,2.42,4,1
30.3,48,311.2,2.41,5,1
30.3,48,301.87,2.41,3,1
30.2,48,282.04,2.41,5,1
30.3,48,273.27,2.41,4,1
30.10112545,48,236.4,2.41,4,1
30.3,48,242.1,2.41,3,1
30.3,48,256.61,2.41,2,1
30.3,48,260.9,2.41,1,1
30.3,48,274.84,2.41,1,1
30.3,48,276.41,2.41,1,1
30.3,48,256.26,2.41,4,1
30.3,48,259.45,2.41,2,1
30.3,48,264.92,2.41,3,1
30.3,48,273.27,2.41,2,1
30.3,48,226.16,2.41,1,1
30.3,48,239.86,2.41,3,1
30.3,48,249.36,2.41,5,1
30.2,48,248.02,2.4,1,1
30.3,48,241.78,2.4,4,1
30.3,48,252.43,2.41,1,1
30.3,48,269.81,2.41,1,1
30.3,48,275.23,2.41,2,1
30.3,48,274.05,2.41,3,1
30.3,48,257.32,2.41,4,1
30.3,48,266.41,2.34,4,1
30.3,48,250.38,2.32,1,1
30.3,48,270.19,2.33,2,1
30.3,48,100.67,2.37,5,1
30.3,48,186.987377,2.35,3,1
30.3,48,138.99,2.37,1,1
30.3,48,134.22,2.35,5,1
30.3,48,137.38,2.31,5,1
30.3,48,133.09,2.32,4,1
30.3,46,137.23,2.33,4,1
30.3,46,140.18,2.37,4,1
30.3,46,134.93,2.34,3,1
30.3,46,137.23,2.35,3,1
30.3,46,138.4,2.41,5,1
30.3,46,143.52,2.39,1,1
30.3,46,146.8,2.33,4,1
29.2,46,190.21,2.43,3,1
29.2,46,196.94,2.34,1,1
29.2,46,187.08,2.33,2,1
29.2,46,187.3,2.31,3,1
29.2,47,174.65,2.36,1,1
29.1,47,190.21,2.3,4,1
29.1,47,189.54,2.41,4,1
29.1,47,203.52,2.37,3,1
29.1,47,189.54,2.34,2,1
29.1,47,186.42,2.34,3,1
29.1,47,199.1,2.39,1,1
29.1,47,180.19,2.36,4,1
29.1,47,193.19,2.36,1,1
29.1,47,194.82,2.36,5,1
29.1,47,203.52,2.36,1,1
29.3,47,177.09,2.38,3,1
29.2,47,196.47,2.39,1,1
29.2,47,185.98,2.36,5,1
29.2,47,188.19,2.35,1,1
29.3,47,193.19,2.34,3,1
29.3,47,184.46,2.36,3,1
29.3,46,185.76,2.38,1,1
29.3,46,187.52,2.37,4,1
29.3,45,196.7,2.37,5,1
29.3,46,198.62,2.35,5,1
29.3,46,191.35,2.39,1,1
29.3,46,187.97,2.38,2,1
29.3,46,193.19,2.39,1,1
29.3,46,183.59,2.36,4,1
29.4,46,196.7,2.33,5,1
28.9,46,189.54,2.37,5,1
29.3,46,194.58,2.35,5,1
29.3,46,188.86,2.4,4,1
29.3,46,200.8,2.36,5,1
29.4,46,199.34,2.33,4,1
29.4,46,189.31,2.4,4,1
29.4,46,198.38,2.35,3,1
29.4,46,182.52,2.35,2,1
29.4,54.83475897,183.59,2.39,4,1
29.4,46,181.88,2.32,5,1
29.4,46,181.88,2.34,5,1
29.4,46,195.76,2.34,2,1
29.4,46,190.21,2.36,5,1
29.4,46,190.89,2.38,1,1
29.4,46,192.73,2.36,1,1
30.10112545,46,182.31,2.37,4,1
29.4,46,184.46,2.37,5,1
29.4,46,176.47,2.35,3,1
29.4,45,183.59,2.41,1,1
29.4,45,193.19,2.36,4,1
29.4,45,200.8,2.33,1,1
29.4,45,185.98,2.4,1,1
29.4,45,182.95,2.34,5,1
29.5,45,188.64,2.37,1,1
29.4,45,189.76,2.38,3,1
29.4,45,186.2,2.31,2,1
29.4,45,184.89,2.4,1,1
29.4,45,189.31,2.39,1,1
29.4,44,190.67,2.35,2,1
29.5,45,187.3,2.35,5,1
29.4,44,187.97,2.35,1,1
29.4,45,187.97,2.34,3,1
29.4,44,179.15,2.35,1,1
29.4,44,186.64,2.38,1,1
29.5,45,195.76,2.37,5,1
29.4,44,194.35,2.35,3,1
29.4,44,192.73,2.42,2,1
29.4,44,175.66,2.35,2,1
29.4,44,187.3,2.38,2,1
29.5,44,193.19,2.37,3,1
29.4,44,190.21,2.41,2,1
29.4,44,194.58,2.41,5,1
29.4,44,179.98,2.35,5,1
29.5,44,191.12,2.35,3,1
29.5,44,185.54,2.33,4,1
29.5,44,183.59,2.39,1,1
29.5,44,191.58,2.38,2,1
29.5,44,183.59,2.37,1,1
29.5,44,187.52,2.38,1,1
29,44,192.5,2.36,5,1
29.5,44,185.76,2.4,1,1
29.5,44,184.89,2.36,5,1
29.5,44,184.67,2.39,1,1
29.5,44,188.86,2.35,3,1
29.5,44,190.21,2.34,5,1
29.5,44,202.03,2.34,5,1
29.5,44,190.44,2.38,1,1
29.5,44,187.52,2.32,2,1
29.5,44,180.4,2.37,3,1
29.5,44,193.88,2.36,3,1
29.5,44,185.98,2.37,4,1
29.5,44,198.62,2.39,3,1
29.5,44,185.98,2.38,1,1
29.5,44,185.76,2.35,5,1
29.5,44,188.19,2.34,4,1
29.5,44,191.58,2.36,5,1
29.5,44,186.2,2.32,5,1
29.5,44,200.56,2.36,4,1
29.5,44,179.98,2.41,3,1
29.5,45,188.19,2.38,4,1
29.5,45,181.88,2.38,2,1
29.5,54.83475897,173.65,2.43,4,1
29.5,44,198.14,2.37,2,1
